MinCut number | Number of graphs
            7 |               0
            8 |               0
            9 |               0
           10 |               2
           11 |              88
           12 |             538
           13 |             959
           14 |            3666
           15 |            4265
           16 |            2410
           17 |            1372
           18 |             821
           19 |             430
           20 |             228
           21 |             110
           22 |              68
           23 |              29
           24 |               8
           25 |               5
           26 |               1
           27 |               0
           28 |               0
           29 |               0
           30 |               0
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
           43 |               0
           44 |               0
           45 |               0
           46 |               0
           47 |               0
           48 |               0
           49 |               0
           50 |               0
           51 |               0
           52 |               0
           53 |               0
           54 |               0
           55 |               0
           56 |               0
