MinCut number | Number of graphs
            7 |               0
            8 |               0
            9 |               0
           10 |               0
           11 |              26
           12 |             473
           13 |            1206
           14 |            3219
           15 |            4022
           16 |            2544
           17 |            1545
           18 |             908
           19 |             509
           20 |             306
           21 |             140
           22 |              58
           23 |              27
           24 |               8
           25 |               6
           26 |               2
           27 |               1
           28 |               0
           29 |               0
           30 |               0
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
           43 |               0
           44 |               0
           45 |               0
           46 |               0
           47 |               0
           48 |               0
           49 |               0
           50 |               0
           51 |               0
           52 |               0
           53 |               0
           54 |               0
           55 |               0
           56 |               0
