MinCut number | Number of graphs
            4 |               0
            5 |               0
            6 |               5
            7 |             160
            8 |             449
            9 |             378
           10 |               8
           11 |               0
           12 |               0
           13 |               0
           14 |               0
           15 |               0
           16 |               0
           17 |               0
           18 |               0
           19 |               0
           20 |               0
