MinCut number | Number of graphs
            8 |               0
            9 |               0
           10 |               0
           11 |               0
           12 |               3
           13 |             105
           14 |             556
           15 |            1213
           16 |            3705
           17 |            4913
           18 |            3488
           19 |            2266
           20 |            1474
           21 |             954
           22 |             632
           23 |             321
           24 |             187
           25 |              95
           26 |              50
           27 |              25
           28 |              10
           29 |               2
           30 |               1
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
           43 |               0
           44 |               0
           45 |               0
           46 |               0
           47 |               0
           48 |               0
           49 |               0
           50 |               0
           51 |               0
           52 |               0
           53 |               0
           54 |               0
           55 |               0
           56 |               0
           57 |               0
           58 |               0
           59 |               0
           60 |               0
           61 |               0
           62 |               0
           63 |               0
           64 |               0
           65 |               0
           66 |               0
           67 |               0
           68 |               0
           69 |               0
           70 |               0
           71 |               0
           72 |               0
