MinCut number | Number of graphs
            8 |               0
            9 |               0
           10 |               0
           11 |               9
           12 |              23
           13 |              57
           14 |             141
           15 |             847
           16 |            3238
           17 |            4178
           18 |            3402
           19 |            2606
           20 |            1999
           21 |            1403
           22 |             917
           23 |             557
           24 |             317
           25 |             145
           26 |              93
           27 |              35
           28 |              17
           29 |               9
           30 |               6
           31 |               1
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
           43 |               0
           44 |               0
           45 |               0
           46 |               0
           47 |               0
           48 |               0
           49 |               0
           50 |               0
           51 |               0
           52 |               0
           53 |               0
           54 |               0
           55 |               0
           56 |               0
           57 |               0
           58 |               0
           59 |               0
           60 |               0
           61 |               0
           62 |               0
           63 |               0
           64 |               0
           65 |               0
           66 |               0
           67 |               0
           68 |               0
           69 |               0
           70 |               0
           71 |               0
           72 |               0
