MinCut number | Number of graphs
            8 |               0
            9 |               0
           10 |               0
           11 |               0
           12 |               1
           13 |              72
           14 |             389
           15 |            1022
           16 |            2322
           17 |            3370
           18 |            3362
           19 |            3012
           20 |            2494
           21 |            1788
           22 |            1080
           23 |             573
           24 |             285
           25 |             144
           26 |              57
           27 |              19
           28 |               7
           29 |               2
           30 |               1
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
           43 |               0
           44 |               0
           45 |               0
           46 |               0
           47 |               0
           48 |               0
           49 |               0
           50 |               0
           51 |               0
           52 |               0
           53 |               0
           54 |               0
           55 |               0
           56 |               0
           57 |               0
           58 |               0
           59 |               0
           60 |               0
           61 |               0
           62 |               0
           63 |               0
           64 |               0
           65 |               0
           66 |               0
           67 |               0
           68 |               0
           69 |               0
           70 |               0
           71 |               0
           72 |               0
