MinCut number | Number of graphs
            8 |               0
            9 |               0
           10 |               0
           11 |               0
           12 |               1
           13 |              40
           14 |             451
           15 |            1329
           16 |            3548
           17 |            4657
           18 |            3449
           19 |            2269
           20 |            1610
           21 |            1076
           22 |             684
           23 |             388
           24 |             244
           25 |             127
           26 |              64
           27 |              31
           28 |              18
           29 |               6
           30 |               6
           31 |               1
           32 |               1
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
           43 |               0
           44 |               0
           45 |               0
           46 |               0
           47 |               0
           48 |               0
           49 |               0
           50 |               0
           51 |               0
           52 |               0
           53 |               0
           54 |               0
           55 |               0
           56 |               0
           57 |               0
           58 |               0
           59 |               0
           60 |               0
           61 |               0
           62 |               0
           63 |               0
           64 |               0
           65 |               0
           66 |               0
           67 |               0
           68 |               0
           69 |               0
           70 |               0
           71 |               0
           72 |               0
