graph20_70_3.txt: 
Min Cuts: 29 
R Size | Number of Cuts
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             0
    16 |             3
    17 |            20
    18 |            15
    19 |             0

graph20_70_220.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             6
     2 |             5
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             1
    17 |            12
    18 |            19
    19 |             0

graph20_70_831.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |            12
    18 |            26
    19 |             0

graph20_70_250.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |            10
    18 |            25
    19 |             0

graph20_70_649.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             0
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |             2
    18 |            36
    19 |             0

graph20_70_328.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             8
     2 |             2
     3 |             0
     4 |             1
     5 |             1
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             7
    18 |            28
    19 |             0

graph20_70_767.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             4
    17 |            15
    18 |            21
    19 |             0

graph20_70_875.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             0
    16 |             1
    17 |            10
    18 |            24
    19 |             0

graph20_70_105.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             0
     4 |             1
     5 |             1
     6 |             3
     7 |             2
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |            13
    17 |            17
    18 |             6
    19 |             0

graph20_70_679.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             1
    13 |             2
    14 |             4
    15 |             0
    16 |             1
    17 |             9
    18 |            20
    19 |             0

graph20_70_652.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             0
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |            11
    18 |            25
    19 |             0

graph20_70_625.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |            11
    18 |            27
    19 |             0

graph20_70_789.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |            10
    18 |            26
    19 |             0

graph20_70_745.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             6
     2 |             0
     3 |             0
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             2
    17 |            12
    18 |            22
    19 |             0

graph20_70_909.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |            12
    18 |            24
    19 |             0

graph20_70_185.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             6
     2 |             0
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             5
    17 |            24
    18 |             5
    19 |             0

graph20_70_410.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |             9
    18 |            24
    19 |             0

graph20_70_732.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             5
     2 |             0
     3 |             2
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             1
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             2
    15 |             1
    16 |             9
    17 |             5
    18 |            12
    19 |             0

graph20_70_221.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             6
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |            34
    19 |             0

graph20_70_527.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             2
     2 |             4
     3 |             3
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             3
    14 |             2
    15 |             0
    16 |             5
    17 |             8
    18 |            19
    19 |             0

graph20_70_127.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             6
    18 |            32
    19 |             0

graph20_70_754.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             4
    16 |             6
    17 |            15
    18 |            15
    19 |             0

graph20_70_698.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             9
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             6
    17 |             9
    18 |            20
    19 |             0

graph20_70_458.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             4
    17 |             5
    18 |            28
    19 |             0

graph20_70_727.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |            11
    18 |            26
    19 |             0

graph20_70_300.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             5
    17 |            16
    18 |            17
    19 |             0

graph20_70_848.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             5
    18 |            33
    19 |             0

graph20_70_68.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             4
    17 |            11
    18 |            19
    19 |             0

graph20_70_130.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             6
    18 |            32
    19 |             0

graph20_70_239.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             1
     4 |             1
     5 |             1
     6 |             2
     7 |             3
     8 |             3
     9 |             0
    10 |             2
    11 |             3
    12 |             2
    13 |             0
    14 |             2
    15 |             0
    16 |             1
    17 |             1
    18 |            19
    19 |             0

graph20_70_845.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |            37
    19 |             0

graph20_70_361.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             3
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |            12
    18 |            25
    19 |             0

graph20_70_877.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             7
     2 |             4
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             6
    15 |             4
    16 |             1
    17 |             0
    18 |            28
    19 |             0

graph20_70_936.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             8
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             0
    16 |             7
    17 |            17
    18 |            11
    19 |             0

graph20_70_555.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             1
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |            13
    18 |            23
    19 |             0

graph20_70_476.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             2
    16 |            10
    17 |            12
    18 |            17
    19 |             0

graph20_70_1.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             0
     2 |             0
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             7
    17 |             4
    18 |            30
    19 |             0

graph20_70_589.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             1
     4 |             1
     5 |             1
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             1
    17 |            11
    18 |            24
    19 |             0

graph20_70_901.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             3
     4 |             3
     5 |             1
     6 |             1
     7 |             1
     8 |             3
     9 |             1
    10 |             2
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             3
    17 |             9
    18 |            14
    19 |             0

graph20_70_660.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             0
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             2
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             6
    17 |            15
    18 |            16
    19 |             0

graph20_70_477.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             7
    18 |            32
    19 |             0

graph20_70_865.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             1
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |             5
    18 |            34
    19 |             0

graph20_70_52.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             2
     4 |             1
     5 |             1
     6 |             2
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             1
    14 |             0
    15 |             0
    16 |             1
    17 |             7
    18 |            24
    19 |             0

graph20_70_761.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             3
     4 |             0
     5 |             3
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             2
    11 |             0
    12 |             0
    13 |             1
    14 |             2
    15 |             3
    16 |             9
    17 |             8
    18 |            10
    19 |             0

graph20_70_578.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             0
     2 |             0
     3 |             0
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |            40
    19 |             0

graph20_70_876.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |            11
    17 |             6
    18 |            23
    19 |             0

graph20_70_41.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             3
    13 |             1
    14 |             0
    15 |             0
    16 |             0
    17 |             4
    18 |            31
    19 |             0

graph20_70_561.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             6
    17 |             2
    18 |            32
    19 |             0

graph20_70_324.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             4
    17 |            18
    18 |            19
    19 |             0

graph20_70_651.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             6
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             7
    17 |             7
    18 |            18
    19 |             0

graph20_70_645.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             1
    17 |             9
    18 |            28
    19 |             0

graph20_70_797.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |            40
    19 |             0

graph20_70_478.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             4
    17 |            11
    18 |            26
    19 |             0

graph20_70_57.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             5
     4 |             1
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             2
    13 |             5
    14 |             4
    15 |             9
    16 |             1
    17 |             5
    18 |            12
    19 |             0

graph20_70_312.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             1
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             1
    17 |            11
    18 |            29
    19 |             0

graph20_70_17.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             1
    15 |             2
    16 |             1
    17 |             6
    18 |            27
    19 |             0

graph20_70_199.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             0
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             9
    17 |            16
    18 |            12
    19 |             0

graph20_70_744.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             8
     2 |             1
     3 |             1
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |            15
    18 |            19
    19 |             0

graph20_70_923.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             1
    16 |             7
    17 |             8
    18 |            23
    19 |             0

graph20_70_289.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             1
    17 |            15
    18 |            18
    19 |             0

graph20_70_892.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             5
     2 |             0
     3 |             1
     4 |             2
     5 |             0
     6 |             1
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             9
    17 |             2
    18 |            25
    19 |             0

graph20_70_539.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             5
    18 |            33
    19 |             0

graph20_70_236.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             1
    13 |             9
    14 |             2
    15 |             1
    16 |             0
    17 |            12
    18 |            13
    19 |             0

graph20_70_61.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |            40
    19 |             0

graph20_70_858.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             5
    18 |            34
    19 |             0

graph20_70_802.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             3
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             7
    18 |            30
    19 |             0

graph20_70_784.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |            38
    19 |             0

graph20_70_230.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             2
    17 |            10
    18 |            30
    19 |             0

graph20_70_101.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             6
    18 |            37
    19 |             0

graph20_70_256.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             5
     2 |             4
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             0
    16 |             4
    17 |            14
    18 |            20
    19 |             0

graph20_70_244.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             1
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             4
    17 |            16
    18 |            24
    19 |             0

graph20_70_570.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |            37
    19 |             0

graph20_70_60.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             7
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |            11
    18 |            25
    19 |             0

graph20_70_329.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             6
    17 |            14
    18 |            19
    19 |             0

graph20_70_37.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             2
    17 |            14
    18 |            26
    19 |             0

graph20_70_32.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |            17
    18 |            21
    19 |             0

graph20_70_270.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             2
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             1
    15 |             1
    16 |             7
    17 |            10
    18 |            22
    19 |             0

graph20_70_769.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             6
     2 |             7
     3 |             4
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             3
    16 |             3
    17 |            10
    18 |            12
    19 |             0

graph20_70_141.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             7
    18 |            34
    19 |             0

graph20_70_278.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             1
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |            12
    18 |            25
    19 |             0

graph20_70_204.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |            18
    18 |            19
    19 |             0

graph20_70_482.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             1
     2 |             0
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |            42
    19 |             0

graph20_70_383.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             4
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
