graph20_60_882.txt: 
Min Cuts: 33 
R Size | Number of Cuts
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             3
    17 |            13
    18 |            18
    19 |             0

graph20_60_177.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             3
    17 |             9
    18 |            22
    19 |             0

graph20_60_752.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             7
    16 |             9
    17 |             8
    18 |            10
    19 |             0

graph20_60_971.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |            13
    18 |            18
    19 |             0

graph20_60_150.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             6
     2 |             4
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             2
    11 |             0
    12 |             0
    13 |             2
    14 |             1
    15 |             2
    16 |             5
    17 |             2
    18 |            21
    19 |             0

graph20_60_982.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             8
    17 |            17
    18 |             9
    19 |             0

graph20_60_667.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             0
    15 |             2
    16 |             0
    17 |             5
    18 |            30
    19 |             0

graph20_60_937.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             3
     4 |             1
     5 |             1
     6 |             1
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             2
    16 |             5
    17 |             3
    18 |            17
    19 |             0

graph20_60_329.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             2
    16 |             1
    17 |             9
    18 |            24
    19 |             0

graph20_60_545.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             6
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             8
    18 |            26
    19 |             0

graph20_60_307.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             7
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             9
    18 |            24
    19 |             0

graph20_60_727.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             3
     4 |             0
     5 |             1
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             1
    15 |             0
    16 |             3
    17 |            13
    18 |            15
    19 |             0

graph20_60_816.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |            35
    19 |             0

graph20_60_880.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |            10
    16 |             6
    17 |            12
    18 |            10
    19 |             0

graph20_60_699.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             6
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             2
    17 |            13
    18 |            20
    19 |             0

graph20_60_707.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             0
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             9
    16 |            16
    17 |             8
    18 |             7
    19 |             0

graph20_60_926.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             1
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             6
    16 |             5
    17 |            17
    18 |            12
    19 |             0

graph20_60_826.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             4
    17 |             1
    18 |            34
    19 |             0

graph20_60_196.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             4
     2 |             4
     3 |             4
     4 |             2
     5 |             2
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             7
    16 |            11
    17 |             2
    18 |             7
    19 |             0

graph20_60_194.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             8
     2 |             3
     3 |             2
     4 |             2
     5 |             2
     6 |             0
     7 |             0
     8 |             1
     9 |             1
    10 |             0
    11 |             2
    12 |             1
    13 |             0
    14 |             8
    15 |             4
    16 |             1
    17 |            11
    18 |             3
    19 |             0

graph20_60_86.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             3
     4 |             0
     5 |             1
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             5
    17 |            13
    18 |            12
    19 |             0

graph20_60_814.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             8
     2 |             1
     3 |             0
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             4
    17 |            12
    18 |            18
    19 |             0

graph20_60_904.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             4
    16 |             6
    17 |            12
    18 |            15
    19 |             0

graph20_60_730.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             9
     2 |             4
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             4
    16 |             4
    17 |             5
    18 |            16
    19 |             0

graph20_60_723.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             1
    15 |             3
    16 |             1
    17 |             9
    18 |            19
    19 |             0

graph20_60_95.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             2
    17 |            11
    18 |            23
    19 |             0

graph20_60_610.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             3
    14 |             0
    15 |             1
    16 |             7
    17 |            18
    18 |             9
    19 |             0

graph20_60_360.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             3
    17 |            20
    18 |            16
    19 |             0

graph20_60_249.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             2
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |            10
    18 |            25
    19 |             0

graph20_60_969.txt: 
Min Cuts: 57 
R Size | Number of Cuts
     1 |             7
     2 |             5
     3 |             3
     4 |             1
     5 |             1
     6 |             1
     7 |             1
     8 |             1
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             3
    16 |             5
    17 |             4
    18 |            10
    19 |             0

graph20_60_424.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             2
     4 |             0
     5 |             0
     6 |             2
     7 |             1
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             4
    17 |            15
    18 |             9
    19 |             0

graph20_60_154.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             0
    16 |             7
    17 |            11
    18 |            19
    19 |             0

graph20_60_872.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             1
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             7
    17 |             9
    18 |            24
    19 |             0

graph20_60_35.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             2
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             8
    16 |             6
    17 |            11
    18 |            12
    19 |             0

graph20_60_951.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             5
     2 |             4
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             5
    16 |             1
    17 |             0
    18 |            27
    19 |             0

graph20_60_6.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             4
     2 |             6
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             2
    15 |             5
    16 |             2
    17 |            10
    18 |            15
    19 |             0

graph20_60_775.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             0
    16 |             3
    17 |            14
    18 |            22
    19 |             0

graph20_60_924.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             1
     4 |             1
     5 |             0
     6 |             1
     7 |             1
     8 |             3
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             5
    16 |             4
    17 |             8
    18 |            19
    19 |             0

graph20_60_528.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             5
     2 |             4
     3 |             0
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             2
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |             9
    18 |            20
    19 |             0

graph20_60_18.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             3
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             3
    17 |            12
    18 |            19
    19 |             0

graph20_60_625.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             0
     4 |             1
     5 |             0
     6 |             1
     7 |             3
     8 |             3
     9 |             2
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             1
    17 |             5
    18 |            20
    19 |             0

graph20_60_478.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             7
    17 |            14
    18 |            16
    19 |             0

graph20_60_738.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             2
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             2
    15 |             5
    16 |             5
    17 |            13
    18 |             6
    19 |             0

graph20_60_588.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             1
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             1
    17 |            17
    18 |            17
    19 |             0

graph20_60_893.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             0
    13 |             4
    14 |             2
    15 |             2
    16 |             4
    17 |            12
    18 |            12
    19 |             0

graph20_60_131.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             3
     2 |             3
     3 |             2
     4 |             7
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             4
    15 |             6
    16 |             2
    17 |             5
    18 |            15
    19 |             0

graph20_60_967.txt: 
Min Cuts: 58 
R Size | Number of Cuts
     1 |             8
     2 |             3
     3 |             2
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             3
    13 |             0
    14 |             1
    15 |             5
    16 |             2
    17 |            13
    18 |             8
    19 |             0

graph20_60_141.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             5
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             5
    16 |             8
    17 |            18
    18 |             7
    19 |             0

graph20_60_486.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             0
    15 |             3
    16 |             8
    17 |            13
    18 |            12
    19 |             0

graph20_60_597.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             5
    17 |            19
    18 |            14
    19 |             0

graph20_60_792.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             6
     2 |             3
     3 |             2
     4 |             4
     5 |             2
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             8
    17 |            10
    18 |            14
    19 |             0

graph20_60_425.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             9
     2 |             4
     3 |             3
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             4
    16 |             5
    17 |             8
    18 |            14
    19 |             0

graph20_60_20.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             5
     2 |             4
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             3
    17 |            15
    18 |            19
    19 |             0

graph20_60_894.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |            18
    18 |            19
    19 |             0

graph20_60_299.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             1
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             6
    17 |             6
    18 |            25
    19 |             0

graph20_60_543.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             1
     4 |             0
     5 |             1
     6 |             0
     7 |             2
     8 |             2
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             5
    18 |            29
    19 |             0

graph20_60_986.txt: 
Min Cuts: 59 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             5
    17 |             9
    18 |            21
    19 |             0

graph20_60_210.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             1
     4 |             1
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             2
    15 |             5
    16 |             6
    17 |            13
    18 |            10
    19 |             0

graph20_60_319.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             3
     2 |             4
     3 |             0
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             7
    17 |            10
    18 |            18
    19 |             0

graph20_60_181.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             5
     2 |             0
     3 |             1
     4 |             1
     5 |             2
     6 |             1
     7 |             1
     8 |             0
     9 |             3
    10 |             2
    11 |             7
    12 |             2
    13 |             0
    14 |             2
    15 |             0
    16 |             3
    17 |             3
    18 |            14
    19 |             0

graph20_60_677.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             7
     2 |             0
     3 |             2
     4 |             2
     5 |             0
     6 |             1
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             3
    16 |             6
    17 |             9
    18 |            17
    19 |             0

graph20_60_579.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             1
    15 |             2
    16 |             1
    17 |            15
    18 |            17
    19 |             0

graph20_60_146.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             0
    15 |             6
    16 |             0
    17 |             4
    18 |            32
    19 |             0

graph20_60_708.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             1
    10 |             0
    11 |             0
    12 |             3
    13 |             2
    14 |             3
    15 |             3
    16 |            11
    17 |             9
    18 |             7
    19 |             0

graph20_60_781.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             7
     2 |             1
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             2
    16 |             9
    17 |             8
    18 |            13
    19 |             0

graph20_60_501.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             3
     2 |             5
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |            10
    18 |            27
    19 |             0

graph20_60_139.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             8
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             9
    18 |            26
    19 |             0

graph20_60_837.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |             7
    18 |            32
    19 |             0

graph20_60_202.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             4
     2 |             4
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             2
    15 |             2
    16 |             5
    17 |            15
    18 |            13
    19 |             0

graph20_60_258.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             7
     2 |             1
     3 |             2
     4 |             0
     5 |             0
     6 |             1
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             5
    16 |             3
    17 |            16
    18 |            13
    19 |             0

graph20_60_3.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             2
     4 |             0
     5 |             0
     6 |             2
     7 |             4
     8 |             1
     9 |             3
    10 |             3
    11 |             2
    12 |             1
    13 |             2
    14 |             1
    15 |             0
    16 |             2
    17 |             5
    18 |            17
    19 |             0

graph20_60_495.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             1
    11 |             1
    12 |             2
    13 |             1
    14 |             6
    15 |             7
    16 |            13
    17 |             3
    18 |             4
    19 |             0

graph20_60_620.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             2
    15 |             6
    16 |             7
    17 |            17
    18 |             5
    19 |             0

graph20_60_263.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             3
     2 |             3
     3 |             3
     4 |             1
     5 |             3
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             2
    17 |            10
    18 |            22
    19 |             0

graph20_60_977.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             8
     2 |             1
     3 |             1
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             5
    16 |             1
    17 |            14
    18 |            16
    19 |             0

graph20_60_102.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             7
    15 |             3
    16 |             3
    17 |             7
    18 |            20
    19 |             0

graph20_60_428.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             4
     2 |             5
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             0
    15 |             2
    16 |             0
    17 |             8
    18 |            25
    19 |             0

graph20_60_375.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             2
     4 |             0
     5 |             2
     6 |             1
     7 |             5
     8 |             6
     9 |             7
    10 |             2
    11 |             3
    12 |             2
    13 |             2
    14 |             1
    15 |             4
    16 |             1
    17 |             2
    18 |             7
    19 |             0

graph20_60_835.txt: 
Min Cuts: 60 
R Size | Number of Cuts
     1 |             1
     2 |             2
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             7
    17 |             7
    18 |            24
    19 |             0

graph20_60_923.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             6
     2 |             4
     3 |             2
     4 |             1
     5 |             1
     6 |             2
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             3
    15 |             2
    16 |             6
    17 |            11
    18 |             8
    19 |             0

graph20_60_13.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             1
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             1
     9 |             1
    10 |             0
    11 |             1
    12 |             3
    13 |             4
    14 |             8
    15 |             7
    16 |             1
    17 |             5
    18 |             9
    19 |             0

graph20_60_941.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             3
    15 |             6
    16 |             4
    17 |            17
    18 |             8
    19 |             0

graph20_60_108.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
