MinCut number | Number of graphs
           19 |               0
           20 |               0
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               2
           38 |               0
           39 |               2
           40 |               1
           41 |               0
           42 |               2
           43 |               1
           44 |               1
           45 |               1
           46 |               3
           47 |               7
           48 |               2
           49 |               3
           50 |               2
           51 |               2
           52 |               7
           53 |              14
           54 |               8
           55 |              10
           56 |              15
           57 |               8
           58 |              11
           59 |              13
           60 |              19
           61 |              13
           62 |              12
           63 |              13
           64 |              19
           65 |              21
           66 |              15
           67 |              18
           68 |              23
           69 |              16
           70 |              19
           71 |              27
           72 |              26
           73 |              31
           74 |              32
           75 |              25
           76 |              19
           77 |              19
           78 |              19
           79 |              18
           80 |              19
           81 |              12
           82 |              17
           83 |              21
           84 |              15
           85 |              18
           86 |              14
           87 |              14
           88 |              18
           89 |              14
           90 |              19
           91 |              23
           92 |              12
           93 |              17
           94 |              19
           95 |              21
           96 |              10
           97 |              22
           98 |              20
           99 |              10
          100 |              14
          101 |              11
          102 |              10
          103 |               5
          104 |              10
          105 |               5
          106 |              12
          107 |               5
          108 |               6
          109 |               8
          110 |               4
          111 |               3
          112 |               7
          113 |               4
          114 |               8
          115 |               4
          116 |               4
          117 |               4
          118 |               1
          119 |               3
          120 |               2
          121 |               0
          122 |               4
          123 |               3
          124 |               0
          125 |               3
          126 |               1
          127 |               0
          128 |               0
          129 |               0
          130 |               1
          131 |               1
          132 |               0
          133 |               0
          134 |               0
          135 |               0
          136 |               0
          137 |               1
          138 |               2
          139 |               0
          140 |               0
          141 |               0
          142 |               0
          143 |               0
          144 |               0
          145 |               0
          146 |               0
          147 |               0
          148 |               0
          149 |               0
          150 |               0
          151 |               0
          152 |               0
          153 |               0
          154 |               0
          155 |               0
          156 |               0
          157 |               0
          158 |               0
          159 |               0
          160 |               0
          161 |               0
          162 |               0
          163 |               0
          164 |               0
          165 |               0
          166 |               0
          167 |               0
          168 |               0
          169 |               0
          170 |               0
          171 |               0
          172 |               0
          173 |               0
          174 |               0
          175 |               0
          176 |               0
          177 |               0
          178 |               0
          179 |               0
          180 |               0
          181 |               0
          182 |               0
          183 |               0
          184 |               0
          185 |               0
          186 |               0
          187 |               0
          188 |               0
          189 |               0
          190 |               0
