graph20_40_852.txt: 
Min Cuts: 37 
S Size | Number of Cuts
     1 |            30
     2 |            10
     3 |             4
     4 |             1
     5 |             4
     6 |             0
     7 |             0
     8 |             0
     9 |             2
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             1
    15 |             3
    16 |             2
    17 |             2
    18 |             5
    19 |             5

graph20_40_980.txt: 
Min Cuts: 70 
S Size | Number of Cuts
     1 |            40
     2 |             8
     3 |             0
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             1
    15 |             2
    16 |             2
    17 |             3
    18 |             3
    19 |             7

graph20_40_989.txt: 
Min Cuts: 70 
S Size | Number of Cuts
     1 |            37
     2 |             5
     3 |             1
     4 |             0
     5 |             4
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             1
    11 |             2
    12 |             4
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             2
    18 |             6
    19 |             6

graph20_40_237.txt: 
Min Cuts: 70 
S Size | Number of Cuts
     1 |            16
     2 |            18
     3 |             5
     4 |             4
     5 |             0
     6 |             1
     7 |             1
     8 |             1
     9 |             0
    10 |             1
    11 |             1
    12 |             1
    13 |             0
    14 |             1
    15 |             1
    16 |             0
    17 |             3
    18 |             8
    19 |             8

graph20_40_630.txt: 
Min Cuts: 70 
S Size | Number of Cuts
     1 |            15
     2 |            19
     3 |            12
     4 |             7
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             0
    15 |             2
    16 |             1
    17 |             1
    18 |             4
    19 |             7

graph20_40_690.txt: 
Min Cuts: 70 
S Size | Number of Cuts
     1 |            27
     2 |            16
     3 |             3
     4 |             3
     5 |             0
     6 |             2
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             3
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |             4
    18 |             3
    19 |             6

graph20_40_620.txt: 
Min Cuts: 70 
S Size | Number of Cuts
     1 |            31
     2 |             6
     3 |             4
     4 |             4
     5 |             0
     6 |             3
     7 |             1
     8 |             1
     9 |             0
    10 |             0
    11 |             3
    12 |             1
    13 |             1
    14 |             1
    15 |             3
    16 |             3
    17 |             3
    18 |             3
    19 |             2

graph20_40_800.txt: 
Min Cuts: 70 
S Size | Number of Cuts
     1 |            18
     2 |            21
     3 |            10
     4 |             2
     5 |             2
     6 |             0
     7 |             0
     8 |             1
     9 |             2
    10 |             0
    11 |             0
    12 |             3
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             0
    18 |             5
    19 |             5

graph20_40_840.txt: 
Min Cuts: 70 
S Size | Number of Cuts
     1 |            26
     2 |            12
     3 |             4
     4 |             4
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             0
    16 |             1
    17 |             4
    18 |             5
    19 |             7

graph20_40_118.txt: 
Min Cuts: 70 
S Size | Number of Cuts
     1 |            32
     2 |            16
     3 |             1
     4 |             3
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             1
    16 |             2
    17 |             3
    18 |             2
    19 |             8

graph20_40_35.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            25
     2 |             8
     3 |             8
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             5
    11 |             5
    12 |             1
    13 |             1
    14 |             4
    15 |             2
    16 |             4
    17 |             0
    18 |             3
    19 |             4

graph20_40_34.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            30
     2 |            10
     3 |             1
     4 |             1
     5 |             1
     6 |             1
     7 |             7
     8 |             0
     9 |             1
    10 |             1
    11 |             0
    12 |             1
    13 |             3
    14 |             1
    15 |             1
    16 |             0
    17 |             4
    18 |             4
    19 |             4

graph20_40_742.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            15
     2 |            17
     3 |             6
     4 |             3
     5 |             2
     6 |             0
     7 |             1
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             3
    17 |             9
    18 |             8
    19 |             5

graph20_40_833.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            26
     2 |            10
     3 |             5
     4 |             2
     5 |             3
     6 |             2
     7 |             3
     8 |             2
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             0
    16 |             3
    17 |             3
    18 |             3
    19 |             5

graph20_40_928.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            36
     2 |             5
     3 |             7
     4 |             0
     5 |             2
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             3
    13 |             1
    14 |             0
    15 |             1
    16 |             4
    17 |             1
    18 |             4
    19 |             6

graph20_40_505.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            37
     2 |             7
     3 |             4
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             3
    13 |             2
    14 |             0
    15 |             1
    16 |             2
    17 |             4
    18 |             4
    19 |             3

graph20_40_33.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            35
     2 |            13
     3 |             4
     4 |             0
     5 |             3
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             1
    17 |             1
    18 |             6
    19 |             6

graph20_40_18.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            33
     2 |            18
     3 |             2
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |             3
    18 |             5
    19 |             6

graph20_40_276.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            29
     2 |            11
     3 |             2
     4 |             1
     5 |             2
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             0
    15 |             5
    16 |             4
    17 |             8
    18 |             6
    19 |             2

graph20_40_950.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            26
     2 |            14
     3 |             8
     4 |             4
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             0
    15 |             0
    16 |             0
    17 |             4
    18 |             5
    19 |             8

graph20_40_999.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            33
     2 |             8
     3 |             4
     4 |             2
     5 |             1
     6 |             0
     7 |             2
     8 |             1
     9 |             0
    10 |             0
    11 |             2
    12 |             0
    13 |             3
    14 |             3
    15 |             4
    16 |             1
    17 |             3
    18 |             2
    19 |             2

graph20_40_138.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            36
     2 |             6
     3 |             6
     4 |             1
     5 |             2
     6 |             3
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             0
    14 |             3
    15 |             0
    16 |             1
    17 |             2
    18 |             4
    19 |             5

graph20_40_645.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            43
     2 |             5
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             2
     9 |             0
    10 |             2
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             2
    18 |             3
    19 |            10

graph20_40_76.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            29
     2 |            16
     3 |             4
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             3
    17 |             2
    18 |             4
    19 |             9

graph20_40_352.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            23
     2 |            23
     3 |             3
     4 |             4
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             4
    17 |             2
    18 |             4
    19 |             5

graph20_40_206.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            36
     2 |            13
     3 |             3
     4 |             1
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             4
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             5
    19 |             6

graph20_40_740.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            45
     2 |             0
     3 |             2
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             0
    17 |             2
    18 |             7
    19 |             9

graph20_40_758.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            19
     2 |            12
     3 |             3
     4 |            12
     5 |             3
     6 |             1
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             5
    12 |             1
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             2
    19 |             9

graph20_40_132.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            25
     2 |             2
     3 |             9
     4 |             0
     5 |             3
     6 |             3
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             2
    12 |             2
    13 |             4
    14 |             7
    15 |             0
    16 |             1
    17 |             4
    18 |             3
    19 |             5

graph20_40_815.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            30
     2 |            10
     3 |            10
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             0
    12 |             0
    13 |             2
    14 |             0
    15 |             1
    16 |             3
    17 |             3
    18 |             3
    19 |             7

graph20_40_40.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            30
     2 |             4
     3 |             1
     4 |             3
     5 |            12
     6 |             4
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             1
    13 |             2
    14 |             0
    15 |             0
    16 |             3
    17 |             2
    18 |             4
    19 |             4

graph20_40_169.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            28
     2 |            17
     3 |             2
     4 |             0
     5 |             1
     6 |             0
     7 |             3
     8 |             2
     9 |             0
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             0
    15 |             3
    16 |             2
    17 |             0
    18 |             3
    19 |             5

graph20_40_6.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            32
     2 |             9
     3 |            12
     4 |             3
     5 |             2
     6 |             2
     7 |             1
     8 |             1
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             0
    18 |             4
    19 |             3

graph20_40_908.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            23
     2 |             9
     3 |             2
     4 |             0
     5 |             3
     6 |             3
     7 |             2
     8 |             0
     9 |             2
    10 |             0
    11 |             4
    12 |             3
    13 |             1
    14 |             0
    15 |             1
    16 |             5
    17 |             5
    18 |             4
    19 |             4

graph20_40_984.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            14
     2 |             3
     3 |            11
     4 |             5
     5 |             3
     6 |             3
     7 |             0
     8 |             2
     9 |             0
    10 |             1
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             3
    16 |             5
    17 |             5
    18 |             5
    19 |             6

graph20_40_813.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            31
     2 |            13
     3 |             0
     4 |             0
     5 |             1
     6 |             4
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             3
    12 |             1
    13 |             0
    14 |             4
    15 |             0
    16 |             2
    17 |             1
    18 |             4
    19 |             7

graph20_40_144.txt: 
Min Cuts: 71 
S Size | Number of Cuts
     1 |            32
     2 |            12
     3 |             5
     4 |             0
     5 |             3
     6 |             1
     7 |             4
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             4
    17 |             2
    18 |             1
    19 |             6

graph20_40_509.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            28
     2 |             5
     3 |             0
     4 |             6
     5 |             0
     6 |             1
     7 |             3
     8 |             1
     9 |             0
    10 |             2
    11 |             0
    12 |             3
    13 |             2
    14 |             1
    15 |             6
    16 |             3
    17 |             3
    18 |             2
    19 |             6

graph20_40_791.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            32
     2 |            12
     3 |             4
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             6
    10 |             2
    11 |             1
    12 |             0
    13 |             0
    14 |             1
    15 |             2
    16 |             0
    17 |             3
    18 |             3
    19 |             5

graph20_40_165.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            38
     2 |             3
     3 |             1
     4 |             5
     5 |             4
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             2
    18 |             6
    19 |             8

graph20_40_170.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            27
     2 |            17
     3 |             7
     4 |             0
     5 |             0
     6 |             1
     7 |             3
     8 |             2
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             3
    18 |             5
    19 |             7

graph20_40_197.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            35
     2 |             8
     3 |             4
     4 |             1
     5 |             4
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             4
    13 |             0
    14 |             1
    15 |             2
    16 |             4
    17 |             3
    18 |             4
    19 |             2

graph20_40_394.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            27
     2 |             7
     3 |             9
     4 |             1
     5 |             0
     6 |             3
     7 |             2
     8 |             2
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             2
    15 |             2
    16 |             3
    17 |             5
    18 |             5
    19 |             2

graph20_40_924.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            26
     2 |            10
     3 |             2
     4 |             3
     5 |             4
     6 |             5
     7 |             2
     8 |             2
     9 |             1
    10 |             0
    11 |             1
    12 |             3
    13 |             1
    14 |             1
    15 |             0
    16 |             2
    17 |             1
    18 |             5
    19 |             3

graph20_40_403.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            21
     2 |            10
     3 |            10
     4 |             9
     5 |             4
     6 |             3
     7 |             0
     8 |             2
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             3
    18 |             4
    19 |             3

graph20_40_609.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            21
     2 |             7
     3 |             3
     4 |            15
     5 |             6
     6 |             3
     7 |             3
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             0
    15 |             1
    16 |             1
    17 |             2
    18 |             4
    19 |             4

graph20_40_278.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            26
     2 |             4
     3 |             3
     4 |             2
     5 |             1
     6 |             0
     7 |             7
     8 |             2
     9 |             3
    10 |             2
    11 |             0
    12 |             2
    13 |             0
    14 |             3
    15 |             1
    16 |             3
    17 |             1
    18 |             9
    19 |             3

graph20_40_396.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            49
     2 |             7
     3 |             1
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             3
    17 |             3
    18 |             4
    19 |             3

graph20_40_749.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            35
     2 |             3
     3 |            12
     4 |             0
     5 |             3
     6 |             0
     7 |             0
     8 |             3
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             3
    16 |             0
    17 |             1
    18 |             3
    19 |             3

graph20_40_846.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            21
     2 |            11
     3 |             5
     4 |            10
     5 |             5
     6 |             0
     7 |             1
     8 |             0
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             2
    14 |             0
    15 |             1
    16 |             0
    17 |             4
    18 |             4
    19 |             4

graph20_40_729.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            31
     2 |            16
     3 |            12
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             4
    18 |             2
    19 |             7

graph20_40_536.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            23
     2 |            10
     3 |             5
     4 |             8
     5 |             2
     6 |             3
     7 |             2
     8 |             2
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             3
    15 |             0
    16 |             4
    17 |             4
    18 |             4
    19 |             2

graph20_40_918.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            15
     2 |            18
     3 |             6
     4 |             2
     5 |             2
     6 |             6
     7 |             1
     8 |             1
     9 |             0
    10 |             0
    11 |             1
    12 |             2
    13 |             2
    14 |             1
    15 |             0
    16 |             1
    17 |             1
    18 |             7
    19 |             6

graph20_40_41.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            19
     2 |            13
     3 |             3
     4 |             9
     5 |             0
     6 |             1
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             2
    15 |             4
    16 |             2
    17 |             4
    18 |             7
    19 |             6

graph20_40_759.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            36
     2 |             6
     3 |             4
     4 |             1
     5 |             2
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             3
    12 |             1
    13 |             0
    14 |             1
    15 |             1
    16 |             4
    17 |             5
    18 |             3
    19 |             5

graph20_40_32.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            29
     2 |            11
     3 |            13
     4 |             1
     5 |             2
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             1
    15 |             1
    16 |             5
    17 |             1
    18 |             4
    19 |             2

graph20_40_949.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            37
     2 |             4
     3 |             5
     4 |             0
     5 |             4
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             1
    15 |             0
    16 |             2
    17 |             3
    18 |             7
    19 |             7

graph20_40_188.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            29
     2 |            11
     3 |             9
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             7
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             1
    17 |             4
    18 |             2
    19 |             6

graph20_40_804.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            29
     2 |            14
     3 |             6
     4 |             4
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             2
    15 |             2
    16 |             2
    17 |             1
    18 |             6
    19 |             3

graph20_40_510.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            31
     2 |             7
     3 |             4
     4 |             3
     5 |             0
     6 |             2
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             2
    12 |             0
    13 |             2
    14 |             1
    15 |             5
    16 |             1
    17 |             2
    18 |             4
    19 |             7

graph20_40_220.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            28
     2 |            16
     3 |             3
     4 |             4
     5 |             3
     6 |             0
     7 |             3
     8 |             0
     9 |             0
    10 |             3
    11 |             0
    12 |             0
    13 |             1
    14 |             1
    15 |             0
    16 |             1
    17 |             2
    18 |             3
    19 |             4

graph20_40_735.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            37
     2 |            12
     3 |             4
     4 |             2
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             2
    17 |             4
    18 |             6
    19 |             3

graph20_40_378.txt: 
Min Cuts: 72 
S Size | Number of Cuts
     1 |            24
     2 |             9
     3 |            12
     4 |             4
     5 |             0
     6 |             5
     7 |             0
     8 |             2
     9 |             0
    10 |             0
    11 |             2
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             3
    18 |             4
    19 |             6

graph20_40_824.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            38
     2 |             9
     3 |             6
     4 |             5
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             3
    17 |             4
    18 |             4
    19 |             2

graph20_40_124.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            17
     2 |             8
     3 |             5
     4 |            13
     5 |             4
     6 |             1
     7 |             3
     8 |             1
     9 |             0
    10 |             1
    11 |             0
    12 |             2
    13 |             0
    14 |             0
    15 |             2
    16 |             1
    17 |             5
    18 |             5
    19 |             5

graph20_40_499.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            18
     2 |            12
     3 |            18
     4 |             4
     5 |             1
     6 |             4
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             2
    15 |             0
    16 |             0
    17 |             2
    18 |             5
    19 |             5

graph20_40_937.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            24
     2 |            11
     3 |            11
     4 |             1
     5 |             2
     6 |             3
     7 |             0
     8 |             1
     9 |             2
    10 |             0
    11 |             2
    12 |             1
    13 |             0
    14 |             0
    15 |             1
    16 |             2
    17 |             2
    18 |             4
    19 |             6

graph20_40_985.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            29
     2 |             6
     3 |             5
     4 |             5
     5 |             4
     6 |             0
     7 |             1
     8 |             0
     9 |             2
    10 |             4
    11 |             3
    12 |             0
    13 |             1
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             3
    19 |             7

graph20_40_987.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            28
     2 |             2
     3 |             2
     4 |             7
     5 |             7
     6 |             3
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             4
    15 |             5
    16 |             1
    17 |             5
    18 |             3
    19 |             6

graph20_40_93.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            33
     2 |            19
     3 |             0
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             0
    15 |             2
    16 |             1
    17 |             3
    18 |             4
    19 |             9

graph20_40_348.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            31
     2 |            15
     3 |             4
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             2
     9 |             2
    10 |             0
    11 |             1
    12 |             0
    13 |             2
    14 |             1
    15 |             5
    16 |             5
    17 |             1
    18 |             3
    19 |             1

graph20_40_483.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            32
     2 |            11
     3 |            10
     4 |             5
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             6
    19 |             6

graph20_40_628.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            22
     2 |            23
     3 |             6
     4 |             7
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             1
    15 |             1
    16 |             1
    17 |             2
    18 |             2
    19 |             7

graph20_40_325.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            15
     2 |            24
     3 |             7
     4 |             2
     5 |             0
     6 |             8
     7 |             1
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             2
    13 |             0
    14 |             0
    15 |             0
    16 |             3
    17 |             1
    18 |             4
    19 |             5

graph20_40_663.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            43
     2 |            11
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             1
    17 |             6
    18 |             3
    19 |             5

graph20_40_616.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            18
     2 |            14
     3 |             1
     4 |             2
     5 |             1
     6 |             5
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             2
    12 |             8
    13 |             1
    14 |             3
    15 |             1
    16 |             0
    17 |             3
    18 |             6
    19 |             6

graph20_40_929.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            29
     2 |            14
     3 |             5
     4 |             1
     5 |             0
     6 |             3
     7 |             0
     8 |             1
     9 |             0
    10 |             3
    11 |             3
    12 |             0
    13 |             2
    14 |             2
    15 |             0
    16 |             0
    17 |             3
    18 |             2
    19 |             5

graph20_40_248.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            33
     2 |            10
     3 |            11
     4 |             0
     5 |             0
     6 |             4
     7 |             1
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             0
    15 |             1
    16 |             0
    17 |             3
    18 |             1
    19 |             6

graph20_40_780.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            41
     2 |             7
     3 |             0
     4 |             4
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             2
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             4
    18 |             8
    19 |             6

graph20_40_75.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            26
     2 |            17
     3 |             6
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             6
    16 |             3
    17 |             4
    18 |             3
    19 |             6

graph20_40_756.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            21
     2 |             6
     3 |             3
     4 |             3
     5 |             1
     6 |             7
     7 |             1
     8 |             4
     9 |             6
    10 |             2
    11 |             0
    12 |             1
    13 |             0
    14 |             0
    15 |             1
    16 |             3
    17 |             0
    18 |             7
    19 |             7

graph20_40_589.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            36
     2 |             9
     3 |             1
     4 |             5
     5 |             4
     6 |             4
     7 |             1
     8 |             0
     9 |             2
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             2
    16 |             0
    17 |             2
    18 |             3
    19 |             3

graph20_40_911.txt: 
Min Cuts: 73 
S Size | Number of Cuts
     1 |            34
     2 |            13
     3 |             6
