MinCut number | Number of graphs
            5 |               0
            6 |               0
            7 |             130
            8 |             442
            9 |            1198
           10 |            2667
           11 |            2429
           12 |            2095
           13 |             959
           14 |              74
           15 |               6
           16 |               0
           17 |               0
           18 |               0
           19 |               0
           20 |               0
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
