MinCut number | Number of graphs
            5 |               0
            6 |               0
            7 |               0
            8 |              41
            9 |             733
           10 |            2838
           11 |            2881
           12 |            1841
           13 |            1018
           14 |             437
           15 |             174
           16 |              34
           17 |               3
           18 |               0
           19 |               0
           20 |               0
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
