MinCut number | Number of graphs
            5 |               0
            6 |               0
            7 |               0
            8 |             168
            9 |            1040
           10 |            2597
           11 |            2602
           12 |            1895
           13 |            1045
           14 |             437
           15 |             160
           16 |              49
           17 |               5
           18 |               2
           19 |               0
           20 |               0
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
