MinCut number | Number of graphs
            5 |               0
            6 |               0
            7 |               0
            8 |              40
            9 |            1127
           10 |            3711
           11 |            2976
           12 |            1292
           13 |             548
           14 |             229
           15 |              54
           16 |              20
           17 |               3
           18 |               0
           19 |               0
           20 |               0
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
