MinCut number | Number of graphs
            5 |               0
            6 |               0
            7 |              69
            8 |             289
            9 |             558
           10 |            3176
           11 |            2762
           12 |            1628
           13 |             923
           14 |             427
           15 |             146
           16 |              13
           17 |               9
           18 |               0
           19 |               0
           20 |               0
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
