MinCut number | Number of graphs
            5 |               0
            6 |               0
            7 |              27
            8 |             389
            9 |             890
           10 |            2546
           11 |            2580
           12 |            1867
           13 |            1053
           14 |             473
           15 |             134
           16 |              32
           17 |               9
           18 |               0
           19 |               0
           20 |               0
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
