MinCut number | Number of graphs
            5 |               0
            6 |               3
            7 |              66
            8 |             193
            9 |             885
           10 |            2769
           11 |            2524
           12 |            1794
           13 |            1314
           14 |             397
           15 |              55
           16 |               0
           17 |               0
           18 |               0
           19 |               0
           20 |               0
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
