MinCut number | Number of graphs
            5 |               0
            6 |               0
            7 |               2
            8 |              46
            9 |             743
           10 |            2898
           11 |            2636
           12 |            1912
           13 |            1087
           14 |             556
           15 |             114
           16 |               6
           17 |               0
           18 |               0
           19 |               0
           20 |               0
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
