MinCut number | Number of graphs
            5 |               0
            6 |               0
            7 |               0
            8 |             210
            9 |            1783
           10 |            3510
           11 |            2728
           12 |            1107
           13 |             442
           14 |             169
           15 |              36
           16 |              10
           17 |               5
           18 |               0
           19 |               0
           20 |               0
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
