MinCut number | Number of graphs
            4 |               0
            5 |               0
            6 |               0
            7 |               0
            8 |             129
            9 |             240
           10 |             236
           11 |             223
           12 |             119
           13 |              44
           14 |               9
           15 |               0
           16 |               0
           17 |               0
           18 |               0
           19 |               0
           20 |               0
