MinCut number | Number of graphs
            4 |               0
            5 |               0
            6 |               0
            7 |               0
            8 |              99
            9 |             229
           10 |             250
           11 |             246
           12 |             123
           13 |              43
           14 |              10
           15 |               0
           16 |               0
           17 |               0
           18 |               0
           19 |               0
           20 |               0
