MinCut number | Number of graphs
            4 |               0
            5 |               0
            6 |               0
            7 |               5
            8 |             208
            9 |             293
           10 |             255
           11 |             149
           12 |              61
           13 |              22
           14 |               7
           15 |               0
           16 |               0
           17 |               0
           18 |               0
           19 |               0
           20 |               0
