graph20_21_773.txt: 
Min Cuts: 48 
S Size | Number of Cuts
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_906.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             8
     4 |             4
     5 |             3
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_891.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             7
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_757.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |            11
     3 |             5
     4 |             4
     5 |             3
     6 |             3
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_839.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_367.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             4
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_604.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             3
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_555.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             7
     4 |             5
     5 |             5
     6 |             1
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_251.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             4
     4 |             3
     5 |             3
     6 |             3
     7 |             3
     8 |             3
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_780.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             3
     5 |             3
     6 |             2
     7 |             3
     8 |             1
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             0
    17 |             1
    18 |             1
    19 |             2

graph20_21_715.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             5
     5 |             4
     6 |             4
     7 |             3
     8 |             3
     9 |             2
    10 |             1
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             0
    19 |             1

graph20_21_454.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             3
     5 |             3
     6 |             3
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_777.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             5
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_175.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             7
     3 |             6
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             2
    10 |             2
    11 |             2
    12 |             2
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_321.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             4
     5 |             2
     6 |             3
     7 |             2
     8 |             2
     9 |             1
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_744.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |            11
     3 |             6
     4 |             4
     5 |             4
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_815.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             3
     5 |             3
     6 |             3
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_816.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             8
     4 |             3
     5 |             4
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_718.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             4
     5 |             3
     6 |             3
     7 |             3
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_575.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             7
     4 |             4
     5 |             4
     6 |             1
     7 |             2
     8 |             2
     9 |             1
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_616.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             4
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_493.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             5
     5 |             3
     6 |             2
     7 |             1
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_742.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             4
     5 |             2
     6 |             3
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_189.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |            11
     3 |             6
     4 |             5
     5 |             2
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_562.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             4
     5 |             4
     6 |             3
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_895.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            19
     2 |             7
     3 |             6
     4 |             4
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_576.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             3
     5 |             4
     6 |             3
     7 |             3
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             0
    17 |             1
    18 |             1
    19 |             2

graph20_21_639.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             5
     5 |             4
     6 |             3
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_656.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            11
     3 |             7
     4 |             4
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_749.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             7
     4 |             5
     5 |             4
     6 |             3
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_369.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            12
     3 |             6
     4 |             2
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_929.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             7
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             0
    17 |             1
    18 |             1
    19 |             2

graph20_21_314.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             2
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_723.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            11
     3 |             7
     4 |             4
     5 |             3
     6 |             3
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_710.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             4
     5 |             5
     6 |             4
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             0
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_615.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             2
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             1
    10 |             2
    11 |             2
    12 |             2
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             0
    18 |             1
    19 |             2

graph20_21_819.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             8
     4 |             5
     5 |             3
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             0
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_71.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             7
     4 |             4
     5 |             3
     6 |             3
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_425.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             4
     5 |             4
     6 |             3
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_412.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             5
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_293.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             3
     5 |             2
     6 |             2
     7 |             2
     8 |             1
     9 |             2
    10 |             2
    11 |             2
    12 |             2
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_873.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             5
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             1
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             0
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_913.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             5
     5 |             3
     6 |             3
     7 |             3
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_869.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             4
     5 |             3
     6 |             3
     7 |             3
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_362.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             3
     5 |             3
     6 |             3
     7 |             2
     8 |             1
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_478.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             3
     5 |             3
     6 |             3
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_474.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             5
     5 |             3
     6 |             3
     7 |             3
     8 |             2
     9 |             1
    10 |             1
    11 |             0
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_573.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             7
     4 |             3
     5 |             2
     6 |             3
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_694.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             7
     3 |             5
     4 |             4
     5 |             2
     6 |             3
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             2
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_92.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            11
     3 |             4
     4 |             3
     5 |             3
     6 |             3
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_441.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             0
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_28.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             3
     4 |             4
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             2
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_283.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             7
     4 |             4
     5 |             3
     6 |             3
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             0
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_467.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             4
     4 |             3
     5 |             3
     6 |             3
     7 |             3
     8 |             3
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_324.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             5
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_637.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             3
     5 |             3
     6 |             3
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_287.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             3
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             2
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_881.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             7
     3 |             7
     4 |             3
     5 |             3
     6 |             3
     7 |             3
     8 |             3
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             0
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_401.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             5
     4 |             5
     5 |             3
     6 |             1
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_683.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             0
    19 |             2

graph20_21_432.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            11
     3 |             5
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_150.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            11
     3 |             7
     4 |             4
     5 |             4
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_951.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             7
     4 |             5
     5 |             2
     6 |             3
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             0
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_111.txt: 
Min Cuts: 60 
S Size | Number of Cuts
     1 |            19
     2 |            11
     3 |             6
     4 |             5
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_543.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             7
     4 |             3
     5 |             3
     6 |             3
     7 |             3
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_810.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             4
     5 |             4
     6 |             4
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_45.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             4
     4 |             2
     5 |             3
     6 |             3
     7 |             3
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_785.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             5
     4 |             3
     5 |             4
     6 |             3
     7 |             3
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_986.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             4
     5 |             2
     6 |             3
     7 |             2
     8 |             3
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_854.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             5
     5 |             4
     6 |             3
     7 |             3
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             0
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_966.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             4
     4 |             5
     5 |             4
     6 |             4
     7 |             3
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_84.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             4
     4 |             5
     5 |             3
     6 |             2
     7 |             3
     8 |             3
     9 |             3
    10 |             2
    11 |             1
    12 |             0
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_795.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             6
     4 |             4
     5 |             3
     6 |             2
     7 |             3
     8 |             3
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             0
    17 |             1
    18 |             1
    19 |             2

graph20_21_980.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             4
     5 |             2
     6 |             3
     7 |             3
     8 |             2
     9 |             2
    10 |             1
    11 |             0
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_373.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             4
     5 |             3
     6 |             3
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_352.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             6
     4 |             5
     5 |             3
     6 |             3
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_969.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             5
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_636.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             7
     4 |             6
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_813.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             8
     4 |             5
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             0
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_648.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |             7
     3 |             6
     4 |             5
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             2
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_798.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             5
     5 |             4
     6 |             3
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_567.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             7
     4 |             4
     5 |             3
     6 |             3
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_931.txt: 
Min Cuts: 61 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             4
     5 |             4
     6 |             2
     7 |             3
     8 |             2
     9 |             2
    10 |             1
    11 |             1
