MinCut number | Number of graphs
            4 |               0
            5 |               0
            6 |              13
            7 |             833
            8 |            3777
            9 |            3113
           10 |            1537
           11 |             635
           12 |              92
           13 |               0
           14 |               0
           15 |               0
           16 |               0
           17 |               0
           18 |               0
           19 |               0
           20 |               0
