MinCut number | Number of graphs
            4 |               0
            5 |               0
            6 |               0
            7 |             818
            8 |            4248
            9 |            2928
           10 |            1406
           11 |             445
           12 |             155
           13 |               0
           14 |               0
           15 |               0
           16 |               0
           17 |               0
           18 |               0
           19 |               0
           20 |               0
