MinCut number | Number of graphs
            4 |               0
            5 |               0
            6 |             719
            7 |            1369
            8 |            3377
            9 |            2892
           10 |            1123
           11 |             403
           12 |             117
           13 |               0
           14 |               0
           15 |               0
           16 |               0
           17 |               0
           18 |               0
           19 |               0
           20 |               0
