MinCut number | Number of graphs
            4 |               0
            5 |               0
            6 |             170
            7 |            1865
            8 |            3187
            9 |            2691
           10 |            1459
           11 |             539
           12 |              64
           13 |              25
           14 |               0
           15 |               0
           16 |               0
           17 |               0
           18 |               0
           19 |               0
           20 |               0
