MinCut number | Number of graphs
            4 |               0
            5 |              47
            6 |             364
            7 |            1037
            8 |            3572
            9 |            2439
           10 |            1712
           11 |             798
           12 |              31
           13 |               0
           14 |               0
           15 |               0
           16 |               0
           17 |               0
           18 |               0
           19 |               0
           20 |               0
