MinCut number | Number of graphs
            6 |               0
            7 |               0
            8 |               0
            9 |               6
           10 |              95
           11 |             638
           12 |            2177
           13 |            2354
           14 |            1956
           15 |            1422
           16 |             823
           17 |             386
           18 |             120
           19 |              21
           20 |               2
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
