MinCut number | Number of graphs
            6 |               0
            7 |               0
            8 |               0
            9 |              40
           10 |             292
           11 |             638
           12 |            1914
           13 |            2288
           14 |            1936
           15 |            1369
           16 |             812
           17 |             451
           18 |             166
           19 |              66
           20 |              24
           21 |               3
           22 |               1
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
