MinCut number | Number of graphs
            6 |               0
            7 |               0
            8 |               0
            9 |               0
           10 |              95
           11 |             681
           12 |            2006
           13 |            2390
           14 |            2024
           15 |            1412
           16 |             816
           17 |             375
           18 |             152
           19 |              41
           20 |               8
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
