MinCut number | Number of graphs
            6 |               0
            7 |               0
            8 |               6
            9 |              51
           10 |             121
           11 |             472
           12 |            2571
           13 |            2607
           14 |            1735
           15 |            1162
           16 |             663
           17 |             380
           18 |             150
           19 |              61
           20 |              13
           21 |               6
           22 |               2
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
