MinCut number | Number of graphs
            6 |               0
            7 |               0
            8 |               5
            9 |             127
           10 |             293
           11 |             805
           12 |            3888
           13 |            3217
           14 |             981
           15 |             398
           16 |             179
           17 |              62
           18 |              32
           19 |               8
           20 |               3
           21 |               1
           22 |               1
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
