MinCut number | Number of graphs
            6 |               0
            7 |               0
            8 |               0
            9 |               8
           10 |             176
           11 |             764
           12 |            1933
           13 |            2351
           14 |            1942
           15 |            1367
           16 |             825
           17 |             377
           18 |             174
           19 |              59
           20 |              22
           21 |               2
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
