MinCut number | Number of graphs
            6 |               0
            7 |               1
            8 |              16
            9 |              43
           10 |             158
           11 |             757
           12 |            2177
           13 |            2245
           14 |            1983
           15 |            1450
           16 |             858
           17 |             255
           18 |              49
           19 |               8
           20 |               0
           21 |               0
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
