MinCut number | Number of graphs
            6 |               0
            7 |               0
            8 |               0
            9 |              35
           10 |             532
           11 |             988
           12 |            2772
           13 |            2989
           14 |            1406
           15 |             700
           16 |             322
           17 |             162
           18 |              68
           19 |              17
           20 |               8
           21 |               1
           22 |               0
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
