MinCut number | Number of graphs
            6 |               0
            7 |               0
            8 |               0
            9 |               7
           10 |             307
           11 |            1181
           12 |            2645
           13 |            2818
           14 |            1500
           15 |             827
           16 |             412
           17 |             188
           18 |              75
           19 |              33
           20 |               5
           21 |               1
           22 |               1
           23 |               0
           24 |               0
           25 |               0
           26 |               0
           27 |               0
           28 |               0
           29 |               0
           30 |               0
           31 |               0
           32 |               0
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
