MinCut number | Number of graphs
            9 |               0
           10 |               0
           11 |               0
           12 |               0
           13 |               0
           14 |               5
           15 |              54
           16 |             275
           17 |             845
           18 |            2002
           19 |            3007
           20 |            3127
           21 |            3112
           22 |            2654
           23 |            1957
           24 |            1310
           25 |             814
           26 |             461
           27 |             202
           28 |             107
           29 |              45
           30 |              18
           31 |               4
           32 |               1
           33 |               0
           34 |               0
           35 |               0
           36 |               0
           37 |               0
           38 |               0
           39 |               0
           40 |               0
           41 |               0
           42 |               0
           43 |               0
           44 |               0
           45 |               0
           46 |               0
           47 |               0
           48 |               0
           49 |               0
           50 |               0
           51 |               0
           52 |               0
           53 |               0
           54 |               0
           55 |               0
           56 |               0
           57 |               0
           58 |               0
           59 |               0
           60 |               0
           61 |               0
           62 |               0
           63 |               0
           64 |               0
           65 |               0
           66 |               0
           67 |               0
           68 |               0
           69 |               0
           70 |               0
           71 |               0
           72 |               0
           73 |               0
           74 |               0
           75 |               0
           76 |               0
           77 |               0
           78 |               0
           79 |               0
           80 |               0
           81 |               0
           82 |               0
           83 |               0
           84 |               0
           85 |               0
           86 |               0
           87 |               0
           88 |               0
           89 |               0
           90 |               0
